reviews,sentiment
"The Good:<br />Great bass in fact fantastic bass.  Midranges are clear and crisp.  At 60 years old, I'm no longer qualified to comment on the high end.<br />Good fit.  Not quite the fit I get with the 3 flange Shures or Etimotycs, but good.<br /><br />The Bad:<br />Terrible Bluetooth connectivity.  The limit to avoid dropouts seems to be no more than 8 inches.  I couldn't even leave my iPhone in my pants pocket and listen to music.  By contrast, my Sony allowed  me to leave my iPhone on my patio and mow my yard, (40 feet).<br /><br />The Verdict<br />Depending on JLabs support response, they will probably go back.",0.0
"About all the good I can say is it plays music and it's cheap. Not worth the money saved though. Some of the buttons were marked incorrectly (did not do what was indicated they would, defective or &#34;standard&#34;?) and the interface was horrendous. Also, after getting a Fiio X1 to replace it that plays FLAC files I now know the sound quality is really poor too.",0.0
Does not work.  Regret purchase,0.0
the unit quit sending after 2 days,0.0
Never worked pos,0.0
Broke after 2 days very cheap but guess that's why the price is so cheap,0.0
Im 4'11&#34; 100 lbs and it was Way too small for me! Looks more like a top than a dress. Also came with an unexpected string thong. Returning it!,0.0
Horrible<br />After 2 months use<br />The right ear phone has no sound<br />The cloth like string which covers the wire going to phone is peeling off,0.0
I ordered this cable with high expectations.  I recently tried this cable out after buying it.  It is defective.  There is a short in the cable where it plugs into the media device.  I went to return this and found the warranty only covers it for thirty days.  I didnt use the cable until the second month.  Oh well my fault i guess.  Please learn from my mistake.  DO NOT BUY THIS CABLE!,0.0
i need to return. Came with one speaker blown out,0.0
The material covering the foam started pulling away from the plastic base within 15 minutes of use. They also did not seem to fit exactly on my QuietComfort 2 headphones. Returning and will spend a bit more money to hopefully find a better product.,0.0
It is horrible. The item stopped working one month after purchasing.,0.0
The device will not the expanded memory card..... off to the garbage it went.,0.0
The product works beautifully when the input is from a google chromecast or Apple TV device but does not output sound when input is from a bluray DVD player. I've tested it with three such converters and with two different brands of DVD players LG and SONY and returned all three converters back to Amazon.,0.0
Only the left hand side of he headset works.,0.0
This is overpriced and the sound quality is really disappointing. Get a different one with lower price.,0.0
"Complete s***. Straight out of the box, the first day it arrived the left earbud did not work. I took maybe a month for the right side to give out to. Since it doesn't say anything about refunds, I assume I'm going to have to buy those crappy A&P earbuds.",0.0
I have a problem with turning off the Sony Walkman. The instructions say to press the middle button to put the player in a pause mode. Then press the options button and hold it down to turn off the MP-3 player. I did that a number of times an the screen says the players in an on hold mode. But it continues to play.  Any idea as to how to turn this thing off???????/,0.0
Broke after 1 month of continuous use,0.0
Unfortunately I received the wrong product. Received  a TECSUN Li-on battery instead and not the adapter as ordered.,0.0
"Oh My God! Have you read their terms &#34;When you upload, submit, store, send or receive content to or through our Services, you give Google (and those we work with) a worldwide license to use, host, store, reproduce, modify, create derivative works (such as those resulting from translations, adaptations or other changes we make so that your content works better with our Services), communicate, publish, publicly perform, publicly display and distribute such content.&#34;",0.0
worked well for about a month - then it started having connection / sound issues. It would go in and out. I keep it about 15 feet from the source so it should be getting scratchy or any interference. And it didn't at first - but its just a bad product that doesn't last.,0.0
Delivered early but it didn't work you have to move the cable to get both headphones to work.,0.0
Broken product was delivered.,0.0
Very poor quality.  1 out of the 3 didn't work at all.,0.0
Did not work at this location,0.0
"Bought this about a year ago and worked great until recently when the LED light stopped working and no longer transmitted music.  I could still pair it with my phone but nothing comes out. In the last year I've had it, I've only used it about 20 times so not a heavy user.",0.0
Broke right away.,0.0
"The cable did not work , all you here is a electric buz. You get what you pay for right?",0.0
This piece broke right away.  I had to tape it. It also feels heavy on one side.  The music quality was not impressive.,0.0
Did not work...got refund easily.,0.0
I did not like this. returned.,0.0
wrong one didn't work at all,0.0
"The sku number is correct but the lamp was too large, wouldn't fit had to return.  I've ordered before and received right size with that sku number",0.0
"Had to return after we were assured it would fit my uniden.  Well, guess what it didn't fit!",0.0
Broke within a few months and sound on one side went out and so did mic. Very upset with this purchase.,0.0
These are absolute garbage.  I've had multiple bad disks.  Every once in a while you come across a few bad ones but I've had to deal with more than just a few.  Pass on these and get something different.,0.0
DO NOT BUY!  TOTALLY WASTE MONEY!  TRY FEW HOURS ONLY LEVITATING ONCE!,0.0
the cable picks up every little vibration and amplifies them into your ears. save your money and buy something else,0.0
Don't get these for South Korea! They are a bit thin for the outlets in Korea and thus they lose contact and don't charge at all sometimes.,0.0
The battery in this thing was big and big big big big and does not work so I had to thank you very much,0.0
"Dangerous. Like another reviewer, my charger broke at the end that goes into the kindle,  melted,  and almost caught on fire. It smoked  badly and could have easily been disastrous. The charger worked fine the first six months.",0.0
"I bough a pair of these years ago when they first came out, it was actually decent product and the subwoofer gave it a nice kick.  The pair i bought recently were just garbage, the bass sounds horrible and without the subwoofer effect the headphones sound worse than a pair of $5 earbuds.",0.0
"broked one week after i got it, do not play CD/MP3 garbage",0.0
"Touched water, immediately emitted a roaring sound, died. This product is not waterproof by any definition.",0.0
Terrible. Sporadically worked. Had to return.,0.0
Not to good,0.0
It doesn't even work,0.0
"Bought this thing a while ago. It only worked for a week or so before it the light on it stopped working consistently.<br />I use it mainly as a paperweight.<br />I rarely leave reviews on Amazon, but this piece of junk really needed a bad review.<br />Heed my warning, do not buy this speaker.",0.0
Worst batteries ever don't waste your time they show they are 50% left but really are dead,0.0
"Having problems! Handyman installed for me over mantel.  My TV is the 50&#34; Vizio so really big and heavy.  The TV is hugging so close to the wall that I can't see behind it, can't move it forward.  He didn't plug power behind the TV where I wanted, and now I have cords hanging out. There are release tabs that are supposed to allow it to release so I can get to the back and make adjustments... we pulled them, and one of the little plastic pieces came loose from the string. Very frustrated, not sure what to do.",0.0
The connections were loose and I could hear static coming from the speakers. The main purpose of this cable was to drive the audio out of my benq w1070 and to my sound system. I tried and iphone and the static was still there. I know the speakers work because I have a smaller and thicker RCA cable for ipods. This cables shielding is terrible it picks up everything. Look elsewhere if you want great sound.,0.0
DC cable will not stay in  clock.,0.0
This product does not work and will not charge bose mini,0.0
"As other reviewers have written, this product fails out of nowhere. I was using it for less than 6 weeks and suddenly one day I was using my computer and everything on my desk shut off. I thought I blew a fuze. Nope. Tried moving the surge protector into another room and plugging in a few different things into it. Nope. Went dead for no reason. There was no power interruption, brown out, lightning strike, or any reason for a surge. It just stopped. Ironically the little green light that says &#34;protected&#34; still illuminates when plugged in but there is simply no power coming out of the outlets. I tested it with a voltage meter.<br /><br />Tried to get Belkin to replace this since it is so new. After forcing me to &#34;troubleshoot&#34; it for 40 minutes on the phone with tech support off shore, they finally agreed but required I mail the broken one back to them and pay for my own return packaging and shipping cost! What a joke. Switching to APC products instead.",0.0
"Its pretty good but dies quick. Even if i have it on the charger while playing, it dies. And cant pick up any radio stations...",0.0
"The sound and appearance of the speaker are just fine.  After two months, though, it stopped taking a charge.  Or rather, the charge would last for 30 seconds or so.  So it is useless.",0.0
I bought this Product and  it arrived Not working. I feel greatly disappointed.,0.0
arrived swiftly so packaging was quick.  required an external hdmi cable from switch to tv. basic unit powered up.  one channel connection was working.  two things didn't work making it unusable:  1. the remote did not work at all.. not changing battery for i'm into this enough already .. 2. the selected button apparently is supposed to switch between inputs... it didn't.  i will not return this for the cost / hassle isn't worth it.  the basic connection seemed fine but there is no means to ever switch the inputs.  i'm sure some others had great results.  i didn't.,0.0
Headphone jack didn't fit properly into my iPhone. Kept sliding out.,0.0
Can't get the bluetooth to pair.  It paired initially however now it won't.  Have tried and tried with no luck.,0.0
Went on the website to find information on my product and was not able to locate it. So I still don't know the terms of my insurance and what the coverage entails.,0.0
Product shuts off and doesn't work as well as I thought it would.,0.0
Only hooks up to i phone,0.0
Didn't work.,0.0
"These earbuds became one of the most disappointing purchases that I have ever made here on Amazon. When I received them I was under the impression that I would receive some level of quality that comes with a 20 dollar purchase, but when I was testing them out, they simply sounded muffled, grainy and otherwise poor. My previous earbud purchase of the SoSoon earbuds for about 10 dollars are vastly superior, with a nice carrying case, extra end bits and much more. The SoSoons sound much better than these and I would recommend them for a quick purchase. These would only be a decent pair for a price of maybe 5 dollars, but there are many other places to find better earbuds.",0.0
"I was very disappointed when the remote arrived and I attempted the setup process. I downloaded then Harmony application, plugged in the remote and the application did not recognize the serial number of the remote. Why? It was an Australian model. I looked at the model number on the Amazon website and it did not match the model number on the package. To make matters worse, there was a sticker applied to the package with the U.S model number covering the model number that indicated I had the Australian model. I returned the remote to Amazon. The next day I went to Best Buy, verified theirs was the U.S. model, paid $3.00 more, went home plugged it in and it immediately recognized the serial number. The setup was a breeze and the remote works great. The fact that the Australian model had a sticker with the U.S. model number on it covering up the fact it was an Australian model was quite disconcerting.",0.0
Did not come with power adapter,0.0
"Why in the world would soneone pay $1,100.00 for head phones ?",0.0
terrible product dont wast your money. Broke in few days,0.0
"I bought one over a year ago, and it went bad. Look at the cost trade-off. I get 60 stations, all of the key ones, 4, 5, 7, 9 , record on Tivo, and save $100 per month on cable fees. Made a big mistake getting this again here is why. I placed it in same spot in attic. No matter how hard I tried to get it to connect and amplify, it would not. I could obtain channel 4 & 7 with no power to it, but single was shaky. I could not get CBS. After frustrating myself for about 3 weeks, I noticed my 30 days had expired by one day. I selected a much cheaper antenna and put it in the attic. My signal strength went from 30 to 73, and I started getting all my missing stations. The Lava antenna must be bad. Since it went bad the last time in a little over one year, and this one is bad, I do not recommend this antenna.",0.0
Quit working,0.0
cheap engineering and the adjustment is also cheap loose I just expected it to be tighter,0.0
I bought this bulb as a replacement. I installed it a little over two months ago and it has stopped working I don't know if it was refurbished but it says it was brand new and the original bulb that came with the TV lasted for 4 years so I don't know why this other bulb the new one I just bought only lasted 2 months I think it was defective and I can't return it so I'm not satisfied,0.0
Does not work with iPad mini,0.0
"ear pads too small, hurt to wear after 20-30 minutes. The new model M2 feels great; best sound, wish it had the same cord and connections as this model",0.0
"This unit just doesn't work. I tried every resolution setting available, nothing. This was a promising unit with the passthrough and all the adjustments.<br /><br />This unit worked for me:  [[ASIN:B00QK4BHYS Panlong VGA to RCA Composite Video Converter Adapter with 3.5mm to RCA L/R Audio for PC Laptop to Analog TV DVR]]",0.0
Don't waste your money. These earbuds look well made and flashy but they are poorly constructed and overpriced.,0.0
Di not buy<br />It is fake,0.0
Not product as shown image shows a 1.5 ohm resistance product that arrived was 2.1 ohm resistance. I will not be purchasing from this user again,0.0
"Piece of junk that will never connect to the phone.  Then, on a miracle that is does, will skip almost nonstop while playing.  Threw it out and bought a different speaker.",0.0
"I returned the product, was not round as picture depicted. Have not received an email confirming credit..",0.0
It didn't work!  Returned.,0.0
I ordered 2 of these and only one worked and the other looked restored. I am thoroughly disappointed and will not consider this brand/company again,0.0
Never work I buy the first and never work I contacted the salesman was so nice and send me another but this 2 never work,0.0
"horrible, bought as a christmas present for child and doesnt work.",0.0
It doesn't work. Sending back.,0.0
Does not have the home button on it . Does not work with smart Tv.,0.0
Bought two. One dead on arrival the other intermittant connection.  Will return both and try another brand.,0.0
Poor reception on all bands.,0.0
"Bought a pair at airport....will not stay in my ear.  I wear them laying in bed. Not OK.  I had an over the head pair, they broke within six months.  I've written 2 emails to company, no reply.",0.0
Not working at all!,0.0
"Not durable at all. I wanted the shorter cable because my tv was being mounted on the wall with no cables showing. Both cables broke at both input points. I thought it may be because the mount was too close to the wall, but other cables gave me no issues.",0.0
Excellent seller but product did not work and returned for a full refund.  Did not pair up with my ATT box.  Was with a tech from ATT but we both could not get it to pair up.,0.0
Very poor quality very confusing to use no instructions the included USB cable didn't even work nor did the earbuds that came with it had to use our own I ended up having to return it but Amazon did a excellent  job of returning my money and letting me buy something else that was amazing and works like it should so Amazon A+++ but this but this product  Thor 64t GB 1.8 LCD mp3 player -0 would never recommend anybody.,0.0
"You cannot connect to anything!!!! This speaker only works if you have different accounts with other company's like Spotify.  And if you do, the system tells you that your login is invalid..... Do not buy.",0.0
Died in two months....,0.0
"Sound is excellent, for as long as they are working. They easily fail & the company's customer service is absolutely terrible. My other speakers, I had unbelievable above & beyond my expectations treatment. Martin Logan makes you jump through many steps & makes you feel like you're bothering them & actively seeks ways of NOT backing their products, but are happy to offer selling you more low quality products. Buy at your own RISK.",0.0
"The receiver shuts down and has to be re-booted even under moderate volume when running five NHT VS1.4 8 ohm impedance speakers and an M&K MX-350THX powered subwoofer.  The NHT speakers ran fine when powered by three Rotel RB981 130 Watt/channel stereo amps controlled by an Acurus ACT3 5.1 surround sound preamp.  The subwoofer also ran fine when connected to the Acurus ACT3.  The Yamaha receiver was purchased to replace and update that system.<br /><br />After talking with Yamaha, they suggested that the new receiver was defective -- since testing with the receiver's automatic speaker optimization did not indicate any shorts or polarity problems in the speaker installation, and that I try a replacement.<br /><br />Unfortunately the replacement shuts down and has to be re-booted even under moderate volume, even after implementing the receiver’s automatic speaker optimization and associated testing that came with the receiver - no polarity problem with the speakers, but all speakers except the subwoofer showing volume deviations of &#62;+10dB and the subwoofer deviating at -10db (a W-3 problem).<br /><br />I suspect that the problem may be because its software for automatically optimizing the speaker settings does not work for systems that have a self-powered subwoofer attached to the pre-amp lead for powered subwoofers and all other speakers attached to the receiver's speaker leads- as the instructions for the receiver specify<br /><br />It took an hour on hold to get through to Yamaha tech support again about this; and the person I reached, after an hour testing different settings, could not solve the problem of the system shutting down under moderate volume under most settings.  He elevated it to his supervisor with my request for level 2 tech support and said that Yamaha would get back to me in two days. Two days are up and I have not heard back from Yamaha.<br /><br />Later, after installing the wireless connection on the new receiver, the receiver then gave me a message that new firmware software was available. I downloaded installed the new Yamaha firmware and still had the same problem with it shutting down at moderate volumes.<br /><br />I did a long series of automated sound setup optimization runs and found speaker polarity issues reported -- along with the previously mentioned volume issues. What was really disturbing is that the speakers with polarity problems were reported to change almost every time I reversed the polarity on the speaker or speakers for which the speaker setup software detected an apparent polarity problem. After such adjustments, I usually got a different combination of speakers with polarity problems, but sometimes it showed the same problem on the same speaker despite reversing the polarity on the leads to that same speaker with an alleged polarity problem.<br /><br />Speaker connections reported to have polarity problems on different runs of the same speaker optimization software included<br />o  Left front and right and left surround speakers<br />o  Left front and left surround speaker<br />o  Left surround speaker only<br />o  Right surround speaker only...<br />o  Right and left surround speakers only<br />o  etc<br />Every surround sound speaker (except the center speaker and rarely the front right speaker) sometimes showed  a polarity problem on one or more runs . Concerning volume, the automatic speaker optimization for volume continued to show all speakers other than the powered subwoofer showing deviations of &#62;+10dB and the powered subwoofer deviating at -10db, confirming that the software installed on the receiver can’t deal with a powered subwoofer; and the upgraded firmware now shows inconsistent and erratic results concerning speaker polarity as well as the previously reported volume issue.<br /><br />If I do not hear back from their level 2 technical support and get the problem solved (or solve the problem myself by manually adjusting the speaker settings) soon, I will return the system for a refund and consider alternative systems for properly driving my speakers.",0.0
don't work on my phone at all,0.0
Would not take a charge. Returned for refund,0.0
Does not charge my JBL Flip. It was a 50/50 chance knowing the reviews. Hey $12 is $12 just risked it.,0.0
"People does not hear me when I speak thru the headset, try to spend a little bit more on the LG.",0.0
Broke after 33 days - battery ran out more and more quickly after each charge until finally it stopped charging altogether.,0.0
Got lost in the mail/finally turned up then Couldn't produce wifi signal,0.0
"This cable DID NOT work with my Zen Vision MP3 player as it has one more band on the plug. My earphone jack has the tip and two bands, these had the tip and three bands. Once plugged into my car (2009 Altima) the Zen player went weird and out of control. Guess I need to find one that has the same looking plug as my earphones. Even though the description says &#34;MOST USED FOR: Ideal for connecting iPods, iPhones or Media Players to car stereos or speakers&#34;  . . . . . this is not correct in my case. Maybe iPhones & iPods can use this extra connection on the plug, but the Zen can't. Disappointing.",0.0
smells line new tires or worse<br />don't want to keep the source of this smell in my office,0.0
It did not work. How do I send it back?,0.0
It came to me as a .5 amp instead of a .75 amp.  I didn't need it for a few months so I didn't check it until I went to use it.  It's totally wrong and under powers the modems.,0.0
Second and third port broke within an hour of using it.,0.0
"I am selecting 1 star as this has no where oh it the max voltage input  to minimum,<br />So I am forced to guess that it could be any where from 12 volts to 3,4 volts, as the output is 3.3  I do not think there should be much drop, maybe not 3.4 but 4 volts minimum<br />I am trying this on 5 volts.<br />If it fries I will not be happy.",0.0
I bought them on August 7 and on the 28 they shorted out.,0.0
this is the most complicated clock radio I have ever owned.  I still have no idea how to set the time or the alarm.  The instructions are diagrams only so that are virtually no help at all.  If it had not been so cheap I would send it back.  Also the number are very bright and light up the whole room.  Don't buy this clock.,0.0
Product did not work with power usb cord. Tried multiple cords with zero success. NTSC and pal switch did not work. I'm convinced the device was broken. I was unable to reach the seller. Amazon gave me a refund.,0.0
Definitely not from Apple as it arrived in a brown box w/ a strip of paper saying it was from Apple.  IT DID NOT WORK AT ALL! I'll go to the Apple store now.,0.0
Do not buy.  It arrived with NO instruction sheet.  None.  There is no way to figure out how to use it yourself.  (It's not like a regular clock where you can set it with buttons or the like.)  I plugged it in and it stopped working after 3 hours.,0.0
Poor quality ear wire to hold in place,0.0
Very cheap. You get what you pay for,0.0
They do not work with Black Magic Production 4K camera on my standard 1080P monitors.  I get out of range or &#34;30hz&#34; error when using these.  Never got them to work.,0.0
Only works after repeated  pushes. Would not recommend.,0.0
The description is incorrect its not a TCP/IP it's a single wire extender not a network extender.,0.0
"Disappointed completely. Spent a good hundred and something dollars for this and first problem occurred when the Bluetooth was dysfunctioning, and to top it off it wasn't loud at all. And the signal was breaking even though my phone was right next to it.",0.0
2 of these leaked after the first week and had to be disposed of. Not worth the money.,0.0
"One of the earbuds stopped working on the second day of use... and the craftsmanship is visibly poor with small chips around the seams... and the earbuds themselves protrude out of your ears to the point where you cant lay down on them without having the earbuds shoved into your ear canal. Overall these are very poor quality headphones, even for the price. There are much better $10 headphones on Amazon.",0.0
Was very disappointed; some batteries don't even register as being in the charger. You have to charge them on a separate charger long enough to have a bit of a charge before this one recognizes they have been inserted. Poor engineering on the part of the manufacturer.,0.0
"save your money. Do NOT buy this. the sound is poor, the interface impossible to manage and even the importing of music files difficult to impossible. there is no manual.  Perhaps I have been spoiled as I have quite expensive lossless players but my old Sandisk was far superior to this as well and those are cheap. The only thing positive I can say is that they were good about a return.<br />I also noticed that there are several players under different brand names that look identical and have about the same specs. I suspect they are all the same Chinese made item.",0.0
No volume button dont work,0.0
One of the speakers didn't have water in it 😠,0.0
"Worked GREAT for a week. Now less volume comes out than from the phone itself. I guess it's OK if you only need for a week or want to listen really soft, though for that's it's kind of expensive.",0.0
"After seeing the price of these and reading the reviews, I thought they sounded too good to be true.  Turns out I was right.  Received the headphones and tried to charge them.  Plugged them into the computer to charge first, via the USB charging cable.  Nothing happened; no red light to indicate they were charging.  Tried two different power outlets, with the same result.  Left them plugged in for a little while to see if it was just the red light that wasn't working, but they never charged.  I'm returning them and looking for another alternative.",0.0
It's not working. All I get is snow.,0.0
"I can't believe all the good reviews on these earphones. They are a waste of money, I had mine about 7 days and they already shorted out.<br />The quality is poor to say the least, a lot of static as well. The wire is very cheap, I would not recommend them to anyone. Don't buy these..",0.0
I've wasted my time and money on this product. The microphone sensitivity is set at the highest level and I have to yell just to get it to work. Extremely disapointed customer.,0.0
"Update as of 10/25/2015. Changing my rating from 3 to one star because the power switch problem as outlined below has now changed to where I can no longer use the Bluetooth feature at all. I can now only use it on AUX with a cord, which totally defeats the reason that I purchased this overpriced unit in the first place. Very disappointed!   Worked great for about a year plus a few months. But now I am having a problem where every time that I try to use it through Bluetooth, it comes on and syncs, and then starts acting like the battery is low, even though it is fully charged. I found that if I flip the power switch off, then back on again, and resync, it will work until I have to turn it back off again. It does this every time now, and even proactively flipping the switch on/off before syncing, will not work. I have to do the tedious procedure above. I would have given this 4 1/2 stars if not for this flaw, and it would have been nice if the USB could have also been an input for music files on a flash drive.",0.0
Smaller than it looks,0.0
"sent back, it was not any louder than what the kindle or phone already had<br />very disappointing",0.0
Half of the pilot holes were drilled wrong. The unit doesn't come with any M8 sized screws for Samsung Smart TVs. The TV connector bar is too small for my Samsung 46&#34; TV. Plus the bar was bent funny and I had to fix it. The product also shipped with this cheap horrible styrofoam that fell into a million little pieces when My wife was removing the unit from the box.,0.0
"Hi,<br />Don´t buy this item. After 1 month and be used two times doesn't turn on. Exist other item (View HD optical splitter) and are the same. This is a fake item?<br />Not recomended",0.0
"Epic FAIL!  Got to Europe and tried plugging in a hair straightening iron that was less than 500 watts with the converter on the high wattage (1875 watts) setting.  The straightener buzzed loudly for a few seconds and then died.  When we got home, I attempted to return the converter to Amazon but the 2 week return period had passed.  Not a happy camper with this purchase...",0.0
"It was the wrong size and I returned it. Hopefully, I was credited the cost.",0.0
Do not buy! Our 60&#34; TV fell to its death after installing this bracket!,0.0
"YOU SEE THE GOLD PLATE ON THE CONNECTORS THE CABLE.THE ONE I GOT DID NOT HAVE THIS AND THE CABEL WAS OF POOR<br />QUALITY ALSO, WHAT IS GOING ON HERE?  THIS IS NOT WHAT I WOULD EXPECT FROM AMAZON THAT I KNOW.",0.0
Not as described. This is not vga to hdmi. This is hdmi to vga. It doesn't work in reverse.,0.0
"My devices would technically connect to it, and the music would come out, but it was completely choppy - no matter how far away you were.  Was even 1 foot away - still choppy as can be.  I literally put my devices directly on top of it, and it still sounded the way Bluetooth devices sound when you're at the very edge of their range.  Just to be clear, we tried three different devices (iPhone, Macbook Pro, and Android) and all had the same result.  Returning, as this is completely useless, unless you enjoy things like listening to radio stations that are two digits off from the actual station number.",0.0
Did not work sent back,0.0
"I previously bought earbuds similar to these (JVC HAFX1X) and I loved them; they lasted me over 2 years and they were amazing. These earbuds on the other hand, lasted me a couple days of very minor use. Minor as in, walking with my MP3 player in my pocket while I mow the lawn light. The right earbuds sound now cuts in and out and takes a little wiggling to get sound from both buds. Ive had this problem from your typical storebought 6 dollar earbuds, but after a couple months of use.<br /><br />I will be returning these as soon as I get the chance, possibly get a replacement as I really do like how it sounds and fit in my ear; as of now, 1 star.",0.0
Broke right out of the box,0.0
very bad product-it broke in no time,0.0
Only worked for two weeks,0.0
The clock runs late for about 1 minute per day. I noticed this after one month of use and could not return it per Amazon's return policy. Don't buy this stupid clock!,0.0
waste of money.....i have already thrown it away,0.0
"Open the box and everything come apart, they i put it together and try to connect my playstation 3 (hdmi) to my sharp projector (vga) and is not working. I thought wasthe setting of my projector check with sharp is not, check the setting for my PS3 and is not.",0.0
"worked for two months now the audio cuts in and out, removed the HDMI  cable from the switch and plugged it back into the tv and no more audio cutting out. Of course it is now past the retuirn time",0.0
Bought for my husband to use with HDTV and it was not adaptable for our set.,0.0
"they keep cutting off, finally just had to pull it and not use it......",0.0
Did not fit properly on my skullcandy buds. Very loose fitment,0.0
I was very disappointed in this product. I have not been able to get it to do anything but tell the time. I could have done that with a cheap alarm clock. It hasn't played music from the radio or from my iPod. Very disappointed.,0.0
"Not for small ears.....big disappointment. I wanted them for listening to podcasts at night while in bed. Very uncomfortable, clunky.",0.0
"Ok so the Svideo doesn't work well. And thats the point of this device, you can see the picture but there is a white blurry line across :/",0.0
Lamp lasted less than 100 hours! I tried to find OEM on Amazon but could not (I knew better when I ordered this  . . . you get what you pay for!,0.0
They don't work with my Samsung 3D tv.,0.0
"Doesn't work bought it for a back up, went to try it and it didn't work now i can not return it definitely disappointed b the product",0.0
Non functional when it arrived. Linked up but at maximum volume could only be heard slightly placed against an ear. Had such a good review too. Decided not to try a second one.,0.0
"Definitely not a iPod.  Not even a mp3 player. There is no way to separate your music into albums,  artists,  or Playlists.  The menu is primitive at best. The case is cheaply made, the buttons are nothing more than a clone of the iPod, but don' even work. I sent mine back as soon as I tried it. My buttons didn't work at all. They were broken before I even took it out of the box. Don't even waste your money on this player. It is at piece of junk.",0.0
I has to try hoax but after weeks of trying to play the CD it does nothing but skip if the wind blows too hardit jumps ahead I'm actually looking for a new CD player,0.0
did not work,0.0
Didn't work,0.0
They come off your ears. Not a good product for the price,0.0
"The speaker looks good and was functional right out of the box. For the price, and based on the other reviews, I had expected the speaker's bass to be less than stellar, but that wasn't the case. I found the bass to be adequate, but the treble range is really disappointing. Sounds like it's coming from laptop speakers or something. There's also a scratchy tissue paper sound on most songs that indicates a poor quality speaker. After trying to listen for about an hour, I can't abide it, and will be returning it immediately.",0.0
Broke after only a weeks use. The top of the head phones is plastic and not very flexible.,0.0
"I know It says on the box for Galaxy 4 and My smart phone Samsung Galaxy Grand Prime which Is one of the most popular smart phones that Cricket Wireless sells. Before this MHL USB to HDMI cable I bought another brand that also did Not work, I really Am getting fed up with I do Not know why It does Not work, Is It a feature My smart phone lacks and If so then why In the *&^%$ does It lack It? I paid enough for It why  would some smart phones that have Internet access lack some features making WE THE CUSTOMERS play a guessing game and on top of that make Us pay for It? Or Is the problem the cable It says for Galaxy 4 and If It only works with Galaxy 4 then why did they Not make the cable universal? Again I Am fed up they things that they should make universal and on Not. The reason I even bought a smart phone Is because Windstream land lines only work part time and I have then I have No phone service and they removed all of the pay phones leaving Me without a way to call for help and then someone said buying a smart phone Is like getting free Internet service then I could dump Windstream so far Its cost Me a small fortune and have to pay both Windstream and Cricket Wireless for service.",0.0
I will not buy this. It comes with no cables and no connection for keyboard and mouse. So if you wont a complete set get something else.,0.0
on looks it's a 10 . to get tune in stations it's a 0 it won't get tune in stations . and customer  service  is useless they don't listen to what your asking for .if I would  have gotten just the 2 stations  I wanted I would  have kept it but returned  it I'm going with c crane their internet radio works off of tunein so I could get my 2 stations.,0.0
This did not work.  Defective.  The seller refunded the money without issue and paid return shipping.,0.0
Worked for about four hours over a couple of days and now it is dead.,0.0
Good sound  but plug doesn't fit iPhone securely connection is intermittent,0.0
Just died after 2 months of normal use. Can't recommend when it can't even last a year.,0.0
I just got my lamp it looks used and it's not bright so<br />Maybe I give it 1 star so sad .,0.0
"it does not work, so returned.",0.0
This worked for about 30 minutes before the left channel quit. It would come back on if you wiggled the cable. Poorly designed worth less than a dollar.,0.0
CD player stopped working after 2 days.,0.0
"did not work, I tried it both ways and nothing.",0.0
Not good the sound is very low,0.0
Hooked it up to everything nothing worked,0.0
"I received this in the mail today and one of the pieces of the metal rack is completely warped and does not fit together. This is severely disappointing and frustrating. I'm sure this would work as intended if the product was not misshapen and defective. I don't know if this is a rare occurrence, but be wary of of the quality of the product's construction.",0.0
"Plastic support for earphone broke after 2 months of use.  The technology is good, sound is good,  but the plastic is fragile and will break apart.  I don't recommend it.",0.0
"I ordered this remote in December 2013. I was as excited as a child on Christmas Day when it arrived. It was a breeze setting it up, programming it, since I already had set-up my Harmony 670. This thing worked like a dream. That feeling didn't last long. About 9 months to a year later, the screen &#34;Froze&#34;. It would do nothing. None of the functions worked. There were no instructions telling me what to do to fix it. I eventually decided I needed to leave the remote OFF the charging dock. The screen eventually went blank, it took about a week & the remote needed recharging. The next day, the remote was put back into operation. It worked like a dream.....until it happened again & again & again & again. The last time it &#34;Froze&#34; was just over a week ago. It had just finished recharging yesterday & the remote was put back into use. When I got home from work today, I was informed that the screen had &#34;FROZEN&#34; AGAIN. It did not work properly for 24 hours when it &#34;Froze&#34; again. Fortunately, through all of this, I was able to put the Harmony 670 back into service, with new batteries. It works like dream. Does anyone know what is happening when the screen &#34;Freezes&#34; or &#34;Locks-Up&#34; like this? This remote cost too much for this to be happening. This is ridiculous! I would give this remote less than 1 star, if I knew how to do that. This is not only ridiculous, it is very disappointing too.",0.0
Regardless of how this was labeled or thought to be it did not resemble what I purchased before from different retailers. I am not mistaken. I was disappointed.,0.0
"Can't get it to install on Server 2012 R2. I just spent all this money on a server for 5 users. Most everything we use is built for home office. Bought this unit at Office Depot, and there is nothing on it that says it will attempt to block me from using it if I have Windows Server, which is supposed to run software as if it were Windows 8. Everything else has worked that way.<br /><br />However, when I attempt to install the PowerChute software on the server, it doesn't let me do it. It directs me to a Microsoft page for something that is a very old update for a new computer, telling me it's set not to work on my OS. It's trying to tell me that I'm running Windows XP or Server 2003.",0.0
Sound only on one side!,0.0
batteries do not hold full charge,0.0
"after using the CD player for 30 days, it started skipping, and in some cases, stopped playing the CD",0.0
